reviews,category_sentiment,category,sentiment
"Toilet kurang bersih, kamar lumayan bersih, masih belum siap saat check in",service-neg,service,neg
AC gak dingin tak nyaman seperti sebelum nya,ac_P1-neg,ac_P1,neg
pelayanannya kurang ramah,service-neg,service,neg
t4x kurang nyaman n servicex krg memuaskan... ,service-neg,service,neg
"sangat memuaskan nginap di sini.. lokasinya mudah d akses, pinggir jalan banget.. trus gampang juga mau kmna2 bisa pake grab atau gojek.. kamarnya nyaman, cuma tolong kebersihan seprai nya di perhatikan.. secara keseluruhan sangan memuaskan..",linen_P1-neg,linen_P1,neg
"sangat memuaskan nginap di sini.. lokasinya mudah d akses, pinggir jalan banget.. trus gampang juga mau kmna2 bisa pake grab atau gojek.. kamarnya nyaman, cuma tolong kebersihan seprai nya di perhatikan.. secara keseluruhan sangan memuaskan..",kebersihan-neg,kebersihan,neg
"sangat memuaskan nginap di sini.. lokasinya mudah d akses, pinggir jalan banget.. trus gampang juga mau kmna2 bisa pake grab atau gojek.. kamarnya nyaman, cuma tolong kebersihan seprai nya di perhatikan.. secara keseluruhan sangan memuaskan..",general-pos,general,pos
"Pelayanan lama, tapi baik, security ramah dan baik. Kamar tdk spt gambar, redup, kasur tidak nyaman, kamar mandi selang closed nya bocor, kamar mandi tidak bersih dan berbau. Tidak secure hotel. Mengapokkan ",service-neg,service,neg
"Pelayanan lama, tapi baik, security ramah dan baik. Kamar tdk spt gambar, redup, kasur tidak nyaman, kamar mandi selang closed nya bocor, kamar mandi tidak bersih dan berbau. Tidak secure hotel. Mengapokkan ",linen_P1-neg,linen_P1,neg
"Pelayanan lama, tapi baik, security ramah dan baik. Kamar tdk spt gambar, redup, kasur tidak nyaman, kamar mandi selang closed nya bocor, kamar mandi tidak bersih dan berbau. Tidak secure hotel. Mengapokkan ",kebersihan-neg,kebersihan,neg
"Pelayanan lama, tapi baik, security ramah dan baik. Kamar tdk spt gambar, redup, kasur tidak nyaman, kamar mandi selang closed nya bocor, kamar mandi tidak bersih dan berbau. Tidak secure hotel. Mengapokkan ",bau_P1-neg,bau_P1,neg
The worst hotel i’ve ever stayed. There were no towels ‘till i asked for second times. The bathroom was so dirty and many insects. This will be the last time i stay here.,-ignored-,,ignored
"Kamarnya bau, toilet kotor pas sarapan kehabisan dan pelayannya ga mau nolongin bikin apaan ke gitu masa cuma kopi aja 🙈🙈.  Ga akan lagi lagi deh kesitu ",bau_P1-neg,bau_P1,neg
"Kamarnya bau, toilet kotor pas sarapan kehabisan dan pelayannya ga mau nolongin bikin apaan ke gitu masa cuma kopi aja 🙈🙈.  Ga akan lagi lagi deh kesitu ",kebersihan-neg,kebersihan,neg
"Kamarnya bau, toilet kotor pas sarapan kehabisan dan pelayannya ga mau nolongin bikin apaan ke gitu masa cuma kopi aja 🙈🙈.  Ga akan lagi lagi deh kesitu ",service-neg,service,neg
"Kamarnya bau, toilet kotor pas sarapan kehabisan dan pelayannya ga mau nolongin bikin apaan ke gitu masa cuma kopi aja 🙈🙈.  Ga akan lagi lagi deh kesitu ",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Bagus,puas,bersih tp kurang nyaman karna AC'a g dingin",kebersihan-pos,kebersihan,pos
"Bagus,puas,bersih tp kurang nyaman karna AC'a g dingin",ac_P1-neg,ac_P1,neg
"Ruangan kotor,  berdebu dan kamar mandi bau.  Sarapan tidak enak.   ",kebersihan-neg,kebersihan,neg
"Ruangan kotor,  berdebu dan kamar mandi bau.  Sarapan tidak enak.   ",bau_P1-neg,bau_P1,neg
"Ruangan kotor,  berdebu dan kamar mandi bau.  Sarapan tidak enak.   ",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"wifi nya,karna ada beberapa kamar yg tidak ada signal untuk hp android",wifi_P1-neg,wifi_P1,neg
"lantai kamar mandi nya licin dan kotor, trus ada banyak rambut juga di saluran airnya. jadi akhirnya harus dibersihkan sendiri dulu karna sudah keburu mau dipake, tapi untuk selain nya oke kok ",kebersihan-neg,kebersihan,neg
"lantai kamar mandi nya licin dan kotor, trus ada banyak rambut juga di saluran airnya. jadi akhirnya harus dibersihkan sendiri dulu karna sudah keburu mau dipake, tapi untuk selain nya oke kok ",general-pos,general,pos
"tempatnya kurang strategis, pintu gerbang tertutup jadi bingung lewatnya sebelah mana, gak ada petunjuknya,  saat mau check in petugasnya gak ada yang jaga, menunggu hampir 10 menit, saat mau masuk kamar ada kecoa mati di pojokan, dan bed cover nya kurang bersih ",service-neg,service,neg
"tempatnya kurang strategis, pintu gerbang tertutup jadi bingung lewatnya sebelah mana, gak ada petunjuknya,  saat mau check in petugasnya gak ada yang jaga, menunggu hampir 10 menit, saat mau masuk kamar ada kecoa mati di pojokan, dan bed cover nya kurang bersih ",kebersihan-neg,kebersihan,neg
"tempatnya kurang strategis, pintu gerbang tertutup jadi bingung lewatnya sebelah mana, gak ada petunjuknya,  saat mau check in petugasnya gak ada yang jaga, menunggu hampir 10 menit, saat mau masuk kamar ada kecoa mati di pojokan, dan bed cover nya kurang bersih ",linen_P1-neg,linen_P1,neg
tidak sesuai dgn yg di gambar air hangat gk ada bnyak yg gk sesuai ,air_panas_P1-neg,air_panas_P1,neg
"The air-condition is not working at all, i will he fine if the worker there tell me in advance and in a good attitude. The television was very off maybe because of the signal. Light in the room was too dark for me. And also they didnt provide any aqua as promissed. ",-ignored-,,ignored
Sprei nya kurang bersih. Sudah diganti. Tapi masih tetap sama,linen_P1-neg,linen_P1,neg
Sprei nya kurang bersih. Sudah diganti. Tapi masih tetap sama,kebersihan-neg,kebersihan,neg
"Pengalaman saya memuaskan, tempatnya bersih namun ada beberapa yang harus dibenahi, misalnya pada saat masuk kamar menggunakan kunci pintu satu arah yang belum dijelaskan, lalu ketika menginap seharusnya ada snack dari airy namun trnyata tidak ada, lalu lampu yang tidak bisa hidup dan mati dengan normal, dan juga sabun mandi yang tidak wangi. Tapi selain itu hotelnya sangat memuaskan. Saya berharap bisa menginap dihotel itu lagi",kebersihan-pos,kebersihan,pos
"Pengalaman saya memuaskan, tempatnya bersih namun ada beberapa yang harus dibenahi, misalnya pada saat masuk kamar menggunakan kunci pintu satu arah yang belum dijelaskan, lalu ketika menginap seharusnya ada snack dari airy namun trnyata tidak ada, lalu lampu yang tidak bisa hidup dan mati dengan normal, dan juga sabun mandi yang tidak wangi. Tapi selain itu hotelnya sangat memuaskan. Saya berharap bisa menginap dihotel itu lagi",linen_P1-neg,linen_P1,neg
"Pengalaman saya memuaskan, tempatnya bersih namun ada beberapa yang harus dibenahi, misalnya pada saat masuk kamar menggunakan kunci pintu satu arah yang belum dijelaskan, lalu ketika menginap seharusnya ada snack dari airy namun trnyata tidak ada, lalu lampu yang tidak bisa hidup dan mati dengan normal, dan juga sabun mandi yang tidak wangi. Tapi selain itu hotelnya sangat memuaskan. Saya berharap bisa menginap dihotel itu lagi",general-pos,general,pos
Swing ac nya rusak jadi tidak berfungsi dengan baik sehingga panas Kasur kotor  Toilet bau pesing Awalnya receptionist hanya memberikan 1 handuk dan 1 air mineral Dan itu saya sendiri yang membawa ke kamar Service nya sangat mengecewakan Yang diberikan oleh receptionist hanya 1 sikat gigi dan 1 sabun Padahal standart airy bukan begitu Saya sangat kecewa menginap disini,ac_P1-neg,ac_P1,neg
Swing ac nya rusak jadi tidak berfungsi dengan baik sehingga panas Kasur kotor  Toilet bau pesing Awalnya receptionist hanya memberikan 1 handuk dan 1 air mineral Dan itu saya sendiri yang membawa ke kamar Service nya sangat mengecewakan Yang diberikan oleh receptionist hanya 1 sikat gigi dan 1 sabun Padahal standart airy bukan begitu Saya sangat kecewa menginap disini,linen_P1-neg,linen_P1,neg
Swing ac nya rusak jadi tidak berfungsi dengan baik sehingga panas Kasur kotor  Toilet bau pesing Awalnya receptionist hanya memberikan 1 handuk dan 1 air mineral Dan itu saya sendiri yang membawa ke kamar Service nya sangat mengecewakan Yang diberikan oleh receptionist hanya 1 sikat gigi dan 1 sabun Padahal standart airy bukan begitu Saya sangat kecewa menginap disini,kebersihan-neg,kebersihan,neg
Swing ac nya rusak jadi tidak berfungsi dengan baik sehingga panas Kasur kotor  Toilet bau pesing Awalnya receptionist hanya memberikan 1 handuk dan 1 air mineral Dan itu saya sendiri yang membawa ke kamar Service nya sangat mengecewakan Yang diberikan oleh receptionist hanya 1 sikat gigi dan 1 sabun Padahal standart airy bukan begitu Saya sangat kecewa menginap disini,bau_P1-neg,bau_P1,neg
Swing ac nya rusak jadi tidak berfungsi dengan baik sehingga panas Kasur kotor  Toilet bau pesing Awalnya receptionist hanya memberikan 1 handuk dan 1 air mineral Dan itu saya sendiri yang membawa ke kamar Service nya sangat mengecewakan Yang diberikan oleh receptionist hanya 1 sikat gigi dan 1 sabun Padahal standart airy bukan begitu Saya sangat kecewa menginap disini,service-neg,service,neg
Gue check in nambah 1 hari lagi eh kamar ga dibersihkan.   snack ngga dapet lagi selang bocor..  pegawai dari satpam sampe atas. MALAS SEMUA..  Ga enak banget sangat nggak recomended. 😡,service-neg,service,neg
Gue check in nambah 1 hari lagi eh kamar ga dibersihkan.   snack ngga dapet lagi selang bocor..  pegawai dari satpam sampe atas. MALAS SEMUA..  Ga enak banget sangat nggak recomended. 😡,linen_P1-neg,linen_P1,neg
Gue check in nambah 1 hari lagi eh kamar ga dibersihkan.   snack ngga dapet lagi selang bocor..  pegawai dari satpam sampe atas. MALAS SEMUA..  Ga enak banget sangat nggak recomended. 😡,kebersihan-neg,kebersihan,neg
sbtlnya u lokasi strategis akses kmn mn mudah...cm sayang air panas kmr mandi panasnya gk terasa dan u tmpt tdr spreinya krg bersih khususnya u bantal koq sperti tdk dganti sebab msh ada bau aroma sperti bekas org tdr yg membikin pulau dbantal...alias bau iler...😱😷😓 gt aja sc...,air_panas_P1-neg,air_panas_P1,neg
sbtlnya u lokasi strategis akses kmn mn mudah...cm sayang air panas kmr mandi panasnya gk terasa dan u tmpt tdr spreinya krg bersih khususnya u bantal koq sperti tdk dganti sebab msh ada bau aroma sperti bekas org tdr yg membikin pulau dbantal...alias bau iler...😱😷😓 gt aja sc...,linen_P1-neg,linen_P1,neg
sbtlnya u lokasi strategis akses kmn mn mudah...cm sayang air panas kmr mandi panasnya gk terasa dan u tmpt tdr spreinya krg bersih khususnya u bantal koq sperti tdk dganti sebab msh ada bau aroma sperti bekas org tdr yg membikin pulau dbantal...alias bau iler...😱😷😓 gt aja sc...,kebersihan-neg,kebersihan,neg
"kecekatan penjaga agar ditingkatkan, kebersihan lebih dijaga karena saat saya menginap ada kecoa didalam kamar saya",kebersihan-neg,kebersihan,neg
"kecekatan penjaga agar ditingkatkan, kebersihan lebih dijaga karena saat saya menginap ada kecoa didalam kamar saya",service-neg,service,neg
"Kamar Mandi Tersumbat Dan Kotor, Bed Cover Dan Ranjang Berpasir Dan Banyak Debunya...Badan Jadi Gatal2 Setelah Menginap Di Kamar 312..Benar2 Payah",kebersihan-neg,kebersihan,neg
"Kamar Mandi Tersumbat Dan Kotor, Bed Cover Dan Ranjang Berpasir Dan Banyak Debunya...Badan Jadi Gatal2 Setelah Menginap Di Kamar 312..Benar2 Payah",linen_P1-neg,linen_P1,neg
"TDK ada tmpt sampah didlm kamar,tdk dpt handuk,stafnya tdk ramah dan cuek,kamar mandi tdk dibersihkan masih banyak lumut2 jadi licin pdhal tmptnya lumayan enak ",linen_P1-neg,linen_P1,neg
"TDK ada tmpt sampah didlm kamar,tdk dpt handuk,stafnya tdk ramah dan cuek,kamar mandi tdk dibersihkan masih banyak lumut2 jadi licin pdhal tmptnya lumayan enak ",service-neg,service,neg
"TDK ada tmpt sampah didlm kamar,tdk dpt handuk,stafnya tdk ramah dan cuek,kamar mandi tdk dibersihkan masih banyak lumut2 jadi licin pdhal tmptnya lumayan enak ",kebersihan-neg,kebersihan,neg
"Sekilas saya tertarik karna harga yang murah dan lokasi yang dekat pada saat saya mencari penginapan ini. Pada jam 1 siang saya pesan dan bayar cek in jam 2 siang saya langsung menuju lokasi jam 2 siang terdapat receptionist yang masih meragukan pemesanan saya lewat transfer saya anggap wajar saja karna saya baru pesan 1 jam sebelumnya. Receptionist awalnya tidak ada senyum dan terlihat kurang peduli terhadap saya, setelah menunggu 1jam lagi ditempat tersebut yaitu jam 3 sore barulah kamar yang saya pesan baru selesai dirapikan. Padahal saat itu saya perjalanan cukup jauh dan tertidur sebentar diruang tunggu menunggu kamar disiapkan. Fasilitas dari airy memang yang terbaik namun pada saat saya hendak tidur pada kamar tersebut terlihat sekilas rapi namun setelah saya tidur barulah terasa kamar tersebut kotor, kotor yg saya maksud bukan berupa berdebu atau tidak bersih namun banyak kotoran yang menempel pada baju saya dan kain-kain serta bantal kotoran tersebut seperti gumpalan kotoran debu lembut dan itu sangat banyak dan mengganggu saya dan menempel pada baju saya. Mungkin jika ada pihak survey lapangan bisa di cek kembali.",service-neg,service,neg
"Sekilas saya tertarik karna harga yang murah dan lokasi yang dekat pada saat saya mencari penginapan ini. Pada jam 1 siang saya pesan dan bayar cek in jam 2 siang saya langsung menuju lokasi jam 2 siang terdapat receptionist yang masih meragukan pemesanan saya lewat transfer saya anggap wajar saja karna saya baru pesan 1 jam sebelumnya. Receptionist awalnya tidak ada senyum dan terlihat kurang peduli terhadap saya, setelah menunggu 1jam lagi ditempat tersebut yaitu jam 3 sore barulah kamar yang saya pesan baru selesai dirapikan. Padahal saat itu saya perjalanan cukup jauh dan tertidur sebentar diruang tunggu menunggu kamar disiapkan. Fasilitas dari airy memang yang terbaik namun pada saat saya hendak tidur pada kamar tersebut terlihat sekilas rapi namun setelah saya tidur barulah terasa kamar tersebut kotor, kotor yg saya maksud bukan berupa berdebu atau tidak bersih namun banyak kotoran yang menempel pada baju saya dan kain-kain serta bantal kotoran tersebut seperti gumpalan kotoran debu lembut dan itu sangat banyak dan mengganggu saya dan menempel pada baju saya. Mungkin jika ada pihak survey lapangan bisa di cek kembali.",linen_P1-neg,linen_P1,neg
"Sekilas saya tertarik karna harga yang murah dan lokasi yang dekat pada saat saya mencari penginapan ini. Pada jam 1 siang saya pesan dan bayar cek in jam 2 siang saya langsung menuju lokasi jam 2 siang terdapat receptionist yang masih meragukan pemesanan saya lewat transfer saya anggap wajar saja karna saya baru pesan 1 jam sebelumnya. Receptionist awalnya tidak ada senyum dan terlihat kurang peduli terhadap saya, setelah menunggu 1jam lagi ditempat tersebut yaitu jam 3 sore barulah kamar yang saya pesan baru selesai dirapikan. Padahal saat itu saya perjalanan cukup jauh dan tertidur sebentar diruang tunggu menunggu kamar disiapkan. Fasilitas dari airy memang yang terbaik namun pada saat saya hendak tidur pada kamar tersebut terlihat sekilas rapi namun setelah saya tidur barulah terasa kamar tersebut kotor, kotor yg saya maksud bukan berupa berdebu atau tidak bersih namun banyak kotoran yang menempel pada baju saya dan kain-kain serta bantal kotoran tersebut seperti gumpalan kotoran debu lembut dan itu sangat banyak dan mengganggu saya dan menempel pada baju saya. Mungkin jika ada pihak survey lapangan bisa di cek kembali.",kebersihan-neg,kebersihan,neg
"pelayanan lama, menunggu 1 jam, baru di layani",service-neg,service,neg
"ac tidak dingin, kamar tdak d kasih pengharum ",ac_P1-neg,ac_P1,neg
"ac tidak dingin, kamar tdak d kasih pengharum ",bau_P1-neg,bau_P1,neg
service AC kurang rutin karena pas cekin AC nya kurang dingin dan nanti di service pada saat itu juga,ac_P1-neg,ac_P1,neg
"Kamar sempit, tangga kurang cukup aman, kamar mamdi tidak cukup bersih ",kebersihan-neg,kebersihan,neg
"Lokasi susah di Jangkau karena Tanda Penginapan kecil dan kurang jelas.. AC kurang dingin, Kamar BerDebu ",ac_P1-neg,ac_P1,neg
"Lokasi susah di Jangkau karena Tanda Penginapan kecil dan kurang jelas.. AC kurang dingin, Kamar BerDebu ",kebersihan-neg,kebersihan,neg
"Ya ampun. Sebenarnya lokasinya bagus dan cukup keren karena apartemenya ada kolam renangnya. Perlengkapan kamar lengkap tapi kurang perawatan dan cenderung tidak terawat, banyak bayi kecoanya. Kasur sama seprei bantal dekil banget banyak noda noda, kolong tempat tidur banyak rambut yang tidak disapu. Please lah kalau mau minjamin kamar tidak gini juga. Walau WiFi bagus dan kloam renang yang bikin anak nyaman, tapi kurang sehat juga udaranya, sayang loh, mohon dilihat kebersihannya.",kebersihan-neg,kebersihan,neg
"Ya ampun. Sebenarnya lokasinya bagus dan cukup keren karena apartemenya ada kolam renangnya. Perlengkapan kamar lengkap tapi kurang perawatan dan cenderung tidak terawat, banyak bayi kecoanya. Kasur sama seprei bantal dekil banget banyak noda noda, kolong tempat tidur banyak rambut yang tidak disapu. Please lah kalau mau minjamin kamar tidak gini juga. Walau WiFi bagus dan kloam renang yang bikin anak nyaman, tapi kurang sehat juga udaranya, sayang loh, mohon dilihat kebersihannya.",linen_P1-neg,linen_P1,neg
"Ya ampun. Sebenarnya lokasinya bagus dan cukup keren karena apartemenya ada kolam renangnya. Perlengkapan kamar lengkap tapi kurang perawatan dan cenderung tidak terawat, banyak bayi kecoanya. Kasur sama seprei bantal dekil banget banyak noda noda, kolong tempat tidur banyak rambut yang tidak disapu. Please lah kalau mau minjamin kamar tidak gini juga. Walau WiFi bagus dan kloam renang yang bikin anak nyaman, tapi kurang sehat juga udaranya, sayang loh, mohon dilihat kebersihannya.",wifi_P1-pos,wifi_P1,pos
"Nyaman pada saat di kamar hotel, tapi tiba tiba lampu mati jam 1 dan tidak ada genset, lantai kamar sedikit berpasir selebihnya pas👍🏻",kebersihan-neg,kebersihan,neg
"Nyaman pada saat di kamar hotel, tapi tiba tiba lampu mati jam 1 dan tidak ada genset, lantai kamar sedikit berpasir selebihnya pas👍🏻",general-pos,general,pos
Buruk parah...mimpi buruk...kapok  fasilitas kamar baik2 aja...tp pelayanan dilakukan oleh yg samasekali bukan profesional... kacau... dapat perlakuan yg merendahkan,service-neg,service,neg
"This place is perfect for bacpacker or low budget traveller. Good facility, easy to find, and clean. The services aren't very good, can't contact them to ask further information.",-ignored-,,ignored
lumyan cuma .makanan snak 1x aja biarvoun nginap 3hari... ,linen_P1-neg,linen_P1,neg
Kurang ramah Ada kecoa Pillowcase bau iler Tv tabung no signal Jaminan id n uang 100k  Jangan kesini...mending mahalan dikit nyari tempat lain yaaa...mksh,service-neg,service,neg
Kurang ramah Ada kecoa Pillowcase bau iler Tv tabung no signal Jaminan id n uang 100k  Jangan kesini...mending mahalan dikit nyari tempat lain yaaa...mksh,kebersihan-neg,kebersihan,neg
Kurang ramah Ada kecoa Pillowcase bau iler Tv tabung no signal Jaminan id n uang 100k  Jangan kesini...mending mahalan dikit nyari tempat lain yaaa...mksh,linen_P1-neg,linen_P1,neg
Kurang ramah Ada kecoa Pillowcase bau iler Tv tabung no signal Jaminan id n uang 100k  Jangan kesini...mending mahalan dikit nyari tempat lain yaaa...mksh,tv_P1-neg,tv_P1,neg
"lokasi hotel ini bagus tapi kamar mandinya kotor sekali, wc nya tidak berfungsi dengan baik. ac tidak dingin, wifi tidak lancar, handuk juga bau dan kumuh....maknannya waktu breakfast g ada rasanya... ",kebersihan-neg,kebersihan,neg
"lokasi hotel ini bagus tapi kamar mandinya kotor sekali, wc nya tidak berfungsi dengan baik. ac tidak dingin, wifi tidak lancar, handuk juga bau dan kumuh....maknannya waktu breakfast g ada rasanya... ",ac_P1-neg,ac_P1,neg
"lokasi hotel ini bagus tapi kamar mandinya kotor sekali, wc nya tidak berfungsi dengan baik. ac tidak dingin, wifi tidak lancar, handuk juga bau dan kumuh....maknannya waktu breakfast g ada rasanya... ",wifi_P1-neg,wifi_P1,neg
"lokasi hotel ini bagus tapi kamar mandinya kotor sekali, wc nya tidak berfungsi dengan baik. ac tidak dingin, wifi tidak lancar, handuk juga bau dan kumuh....maknannya waktu breakfast g ada rasanya... ",linen_P1-neg,linen_P1,neg
"lokasi hotel ini bagus tapi kamar mandinya kotor sekali, wc nya tidak berfungsi dengan baik. ac tidak dingin, wifi tidak lancar, handuk juga bau dan kumuh....maknannya waktu breakfast g ada rasanya... ",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Kamarnya sih enak, gede. ac jg cucok. air panas oke. bersih. wifi mayan kenceng. nyari makan deket banyak. harga ramah di kantong. cuma sayangnya pelayananya memang terkesan kurang ramah sih.",ac_P1-pos,ac_P1,pos
"Kamarnya sih enak, gede. ac jg cucok. air panas oke. bersih. wifi mayan kenceng. nyari makan deket banyak. harga ramah di kantong. cuma sayangnya pelayananya memang terkesan kurang ramah sih.",air_panas_P1-pos,air_panas_P1,pos
"Kamarnya sih enak, gede. ac jg cucok. air panas oke. bersih. wifi mayan kenceng. nyari makan deket banyak. harga ramah di kantong. cuma sayangnya pelayananya memang terkesan kurang ramah sih.",kebersihan-pos,kebersihan,pos
"Kamarnya sih enak, gede. ac jg cucok. air panas oke. bersih. wifi mayan kenceng. nyari makan deket banyak. harga ramah di kantong. cuma sayangnya pelayananya memang terkesan kurang ramah sih.",wifi_P1-pos,wifi_P1,pos
"Kamarnya sih enak, gede. ac jg cucok. air panas oke. bersih. wifi mayan kenceng. nyari makan deket banyak. harga ramah di kantong. cuma sayangnya pelayananya memang terkesan kurang ramah sih.",service-neg,service,neg
"Secara fisik sih hotelnya bagus, cuman pelayanannya kurang ramah, sempat mau dikasih kamar yang bukan pesanan kita, ac tdk dingin di salah satu kamar kita, komplain cuman dijanjikan saja, no follow.up, banyak kucing berkeliaran, dan pup di depan kamar persis, thats all i can give to this hotel..... ",service-neg,service,neg
"Secara fisik sih hotelnya bagus, cuman pelayanannya kurang ramah, sempat mau dikasih kamar yang bukan pesanan kita, ac tdk dingin di salah satu kamar kita, komplain cuman dijanjikan saja, no follow.up, banyak kucing berkeliaran, dan pup di depan kamar persis, thats all i can give to this hotel..... ",ac_P1-neg,ac_P1,neg
"Banyak sekali nyamuk di dalamnya, wc kurang bersih",kebersihan-neg,kebersihan,neg
kamar mandi dan ruangan kamarnya bau apek alias kurang harum,bau_P1-neg,bau_P1,neg
"Handuk bau, berisik di sekitarnya.",linen_P1-neg,linen_P1,neg
"Viewnya bagus banget, kamar oke, karyawan kurang senyum salam sapa (jutek), lokasi gampang dicari, harga murah",service-neg,service,neg
"AC tidak dingin, tidak bisa diatur. Airnya sedikit berbau.",ac_P1-neg,ac_P1,neg
"lumayan enak lah. tapi ada 2 hal yang kurang enak, 1. ac kurang dingin 2. tissue tidak tersedia di kamar. semoga bisa ditingkatkan lagi pelayanannya",ac_P1-neg,ac_P1,neg
"lumayan enak lah. tapi ada 2 hal yang kurang enak, 1. ac kurang dingin 2. tissue tidak tersedia di kamar. semoga bisa ditingkatkan lagi pelayanannya",service-neg,service,neg
"lumayan enak lah. tapi ada 2 hal yang kurang enak, 1. ac kurang dingin 2. tissue tidak tersedia di kamar. semoga bisa ditingkatkan lagi pelayanannya",linen_P1-neg,linen_P1,neg
"Cukup nyaman, hanya Pillow bad airy yg warna birunya udah bau apek banget. Towel cuma ada satu di bath room. Kurang wangi ruangannya",linen_P1-neg,linen_P1,neg
"Cukup nyaman, hanya Pillow bad airy yg warna birunya udah bau apek banget. Towel cuma ada satu di bath room. Kurang wangi ruangannya",bau_P1-neg,bau_P1,neg
"Tempat sesuai ekpetasi lumayan okee, hanya wifi tidak bisa dihubungkan, staf ramah kamar bersih okee 👌 ",wifi_P1-neg,wifi_P1,neg
"Tempat sesuai ekpetasi lumayan okee, hanya wifi tidak bisa dihubungkan, staf ramah kamar bersih okee 👌 ",kebersihan-pos,kebersihan,pos
"Tempat sesuai ekpetasi lumayan okee, hanya wifi tidak bisa dihubungkan, staf ramah kamar bersih okee 👌 ",service-pos,service,pos
"Stafnya cuek  dan gx ada ramah2,nya kamar sih oke cuman resepsionisnya ngilang2",service-neg,service,neg
WC kotor masih ada Tai nya sangat mengecewakan..  Terlalu jorok,kebersihan-neg,kebersihan,neg
tidak Ada air kemasan apa lagi tissu toilet dan toilet kotor banyak rambut2 dan bau ,linen_P1-neg,linen_P1,neg
tidak Ada air kemasan apa lagi tissu toilet dan toilet kotor banyak rambut2 dan bau ,kebersihan-neg,kebersihan,neg
tidak Ada air kemasan apa lagi tissu toilet dan toilet kotor banyak rambut2 dan bau ,bau_P1-neg,bau_P1,neg
"Pelayanan bagus, tapi sayang ules bantal seperti tidak pernah dicuci hingga menimbulkan aroma yang tidak sedap.",service-pos,service,pos
"Pelayanan bagus, tapi sayang ules bantal seperti tidak pernah dicuci hingga menimbulkan aroma yang tidak sedap.",linen_P1-neg,linen_P1,neg
saya menginap di airy standard room.. dengan no kamar kepala 6... kebetulan mmng tinggal tersedia 2 kamar itu di traveloka.. smp hotel sudah jam 16 sore lebih tapi ternyata kita disuruh menunggu krn AC msh dibersihkan. setelah itu masuklah kita ke kamar dan sangat disayangkan bau kamar mandi sangaaaaaat menyengat.. sepertinya dr pipa pembuangan dan itu masuk smp dlm kamar.. terbuka sedikit saja pintu kamar mandinya baunya langsung masuk dan membuat saya mual.. krn tidak kuat akhirnya pagi2 jam 6 kami check out tanpa sarapan.. tersiksa sekali kami dengan bau yg menyengat semalaman apalagi di kamar ini tidak ada jendela atwpun ventilasi ..jadi sangat pengap dgn bau yg menyengat dr kamar mandi... smp masuk kamar mandipun kami menutup hidung... selimut juga kami minta ganti baru lagi krn ada noda merah sep darah... mungin waktu mencuci selimutnya kurang bersih... 😕😕😟 MOHON jadi perhatian pihak airy hotel.. jangan smp tamu lain nasibnya sama sep saya...  saran saya jika mau menginap jangan ambil yg standard krn sangat tidak nyaman dan ventilasinya kurang bagus.... makan malam saya di resto hotel n lumayan rasa makanannya dan harga murah.. view juga lumayan bagus.. mau mandipun air keluar dr shower keciiiil dan rusak showernya.. jadi kecil hilang kecil hilang airnya... sangat disayangkan sekali liburan kami jadi mengecewakan dengan room yg tidak nyaman,service-neg,service,neg
saya menginap di airy standard room.. dengan no kamar kepala 6... kebetulan mmng tinggal tersedia 2 kamar itu di traveloka.. smp hotel sudah jam 16 sore lebih tapi ternyata kita disuruh menunggu krn AC msh dibersihkan. setelah itu masuklah kita ke kamar dan sangat disayangkan bau kamar mandi sangaaaaaat menyengat.. sepertinya dr pipa pembuangan dan itu masuk smp dlm kamar.. terbuka sedikit saja pintu kamar mandinya baunya langsung masuk dan membuat saya mual.. krn tidak kuat akhirnya pagi2 jam 6 kami check out tanpa sarapan.. tersiksa sekali kami dengan bau yg menyengat semalaman apalagi di kamar ini tidak ada jendela atwpun ventilasi ..jadi sangat pengap dgn bau yg menyengat dr kamar mandi... smp masuk kamar mandipun kami menutup hidung... selimut juga kami minta ganti baru lagi krn ada noda merah sep darah... mungin waktu mencuci selimutnya kurang bersih... 😕😕😟 MOHON jadi perhatian pihak airy hotel.. jangan smp tamu lain nasibnya sama sep saya...  saran saya jika mau menginap jangan ambil yg standard krn sangat tidak nyaman dan ventilasinya kurang bagus.... makan malam saya di resto hotel n lumayan rasa makanannya dan harga murah.. view juga lumayan bagus.. mau mandipun air keluar dr shower keciiiil dan rusak showernya.. jadi kecil hilang kecil hilang airnya... sangat disayangkan sekali liburan kami jadi mengecewakan dengan room yg tidak nyaman,bau_P1-neg,bau_P1,neg
